NUTS_3;LAU1_NAT_CODE;LAU2_NAT_CODE;CHANGE;NAME_1;NAME_2_LAT;POP;AREA;DEGURBA
PL228;2244562;224456201;no;Bytom;Bytom;176106;69440000;1
PL228;2244571;224457101;no;Piekary Śląskie;Piekary Śląskie;57745;39980000;1
PL224;2244604;224460401;no;Blachownia;Blachownia;13321;66610000;2
PL224;2244604;224460402;no;Dąbrowa Zielona;Dąbrowa Zielona;4040;100210000;3
PL224;2244604;224460403;no;Janów;Janów;5989;146750000;3
PL224;2244604;224460404;no;Kamienica Polska;Kamienica Polska;5606;46450000;3
PL224;2244604;224460405;no;Kłomnice;Kłomnice;13804;147730000;3
PL224;2244604;224460406;no;Koniecpol;Koniecpol;10120;146620000;3
PL224;2244604;224460407;no;Konopiska;Konopiska;10671;78510000;3
PL224;2244604;224460408;no;Kruszyna;Kruszyna;4921;93550000;3
PL224;2244604;224460409;no;Lelów;Lelów;5061;123690000;3
PL224;2244604;224460410;no;Mstów;Mstów;10687;119570000;3
PL224;2244604;224460411;no;Mykanów;Mykanów;14607;141560000;3
PL224;2244604;224460412;no;Olsztyn;Olsztyn;7214;109100000;3
PL224;2244604;224460413;no;Poczesna;Poczesna;12800;59980000;2
PL224;2244604;224460414;no;Przyrów;Przyrów;3934;80400000;3
PL224;2244604;224460415;no;Rędziny;Rędziny;10040;41230000;2
PL224;2244604;224460416;no;Starcza;Starcza;2815;20090000;3
PL224;2244606;224460601;no;Kłobuck;Kłobuck;20721;130010000;3
PL224;2244606;224460602;no;Krzepice;Krzepice;9386;78940000;3
PL224;2244606;224460603;no;Lipie;Lipie;6490;99050000;3
PL224;2244606;224460604;no;Miedźno;Miedźno;7640;112770000;3
PL224;2244606;224460605;no;Opatów;Opatów;6878;73480000;3
PL224;2244606;224460606;no;Panki;Panki;5110;54940000;3
PL224;2244606;224460607;no;Popów;Popów;6068;102290000;3
PL224;2244606;224460608;no;Przystajń;Przystajń;5979;88830000;3
PL224;2244606;224460609;no;Wręczyca Wielka;Wręczyca Wielka;17542;148280000;3
PL224;2244609;224460901;no;Myszków;Myszków;32829;73590000;2
PL224;2244609;224460902;no;Koziegłowy;Koziegłowy;14372;159640000;3
PL224;2244609;224460903;no;Niegowa;Niegowa;5729;87960000;3
PL224;2244609;224460904;no;Poraj;Poraj;10844;57060000;3
PL224;2244609;224460905;no;Żarki;Żarki;8298;101000000;3
PL224;2244664;224466401;no;Częstochowa;Częstochowa;235798;159710000;1
PL229;2244705;224470501;no;Knurów;Knurów;39540;33950000;2
PL229;2244705;224470502;no;Pyskowice;Pyskowice;18750;30890000;2
PL229;2244705;224470503;no;Gierałtowice;Gierałtowice;11155;38060000;2
PL229;2244705;224470504;no;Pilchowice;Pilchowice;11078;69830000;2
PL229;2244705;224470505;no;Rudziniec;Rudziniec;10590;159140000;3
PL229;2244705;224470506;no;Sośnicowice;Sośnicowice;8646;116500000;3
PL229;2244705;224470507;no;Toszek;Toszek;9546;99820000;3
PL229;2244705;224470508;no;Wielowieś;Wielowieś;5924;116180000;3
PL229;2244766;224476601;no;Gliwice;Gliwice;186868;133880000;1
PL229;2244778;224477801;no;Zabrze;Zabrze;180332;80400000;1
PL22A;2244863;224486301;no;Chorzów;Chorzów;111536;33240000;1
PL22A;2244869;224486901;no;Katowice;Katowice;309304;164640000;1
PL22A;2244870;224487001;no;Mysłowice;Mysłowice;75428;65620000;1
PL22A;2244872;224487201;no;Ruda Śląska;Ruda Śląska;143024;77730000;1
PL22A;2244874;224487401;no;Siemianowice Śląskie;Siemianowice Śląskie;69992;25500000;1
PL22A;2244876;224487601;no;Świętochłowice;Świętochłowice;52813;13310000;1
PL227;2244911;224491101;no;Racibórz;Racibórz;56245;75010000;2
PL227;2244911;224491102;no;Kornowac;Kornowac;4970;26200000;2
PL227;2244911;224491103;no;Krzanowice;Krzanowice;5914;47200000;3
PL227;2244911;224491104;no;Krzyżanowice;Krzyżanowice;11450;69700000;3
PL227;2244911;224491105;no;Kuźnia Raciborska;Kuźnia Raciborska;12079;126620000;2
PL227;2244911;224491106;no;Nędza;Nędza;7291;57220000;3
PL227;2244911;224491107;no;Pietrowice Wielkie;Pietrowice Wielkie;6971;67930000;3
PL227;2244911;224491108;no;Rudnik;Rudnik;5165;73880000;3
PL227;2244912;224491201;no;Czerwionka-Leszczyny;Czerwionka-Leszczyny;41981;114640000;2
PL227;2244912;224491202;no;Gaszowice;Gaszowice;9167;19850000;2
PL227;2244912;224491203;no;Jejkowice;Jejkowice;3959;7590000;2
PL227;2244912;224491204;no;Lyski;Lyski;9485;57390000;3
PL227;2244912;224491205;no;Świerklany;Świerklany;11775;24170000;2
PL227;2244915;224491501;no;Pszów;Pszów;14343;20440000;2
PL227;2244915;224491502;no;Radlin;Radlin;18074;12530000;2
PL227;2244915;224491503;no;Rydułtowy;Rydułtowy;22083;14950000;2
PL227;2244915;224491504;no;Wodzisław Śląski;Wodzisław Śląski;49353;49510000;2
PL227;2244915;224491505;no;Godów;Godów;13220;38050000;2
PL227;2244915;224491506;no;Gorzyce;Gorzyce;20556;64580000;2
PL227;2244915;224491507;no;Lubomia;Lubomia;8040;41780000;2
PL227;2244915;224491508;no;Marklowice;Marklowice;5409;13690000;2
PL227;2244915;224491509;no;Mszana;Mszana;7343;31220000;3
PL227;2244967;224496701;no;Jastrzębie-Zdrój;Jastrzębie-Zdrój;92105;85330000;1
PL227;2244973;224497301;no;Rybnik;Rybnik;140944;148360000;1
PL227;2244979;224497901;no;Żory;Żory;62110;64640000;1
PL22B;2245001;224500101;no;Będzin;Będzin;59023;37370000;2
PL22B;2245001;224500102;no;Czeladź;Czeladź;33591;16380000;2
PL22B;2245001;224500103;no;Wojkowice;Wojkowice;9193;12790000;2
PL22B;2245001;224500104;no;Bobrowniki;Bobrowniki;11736;51480000;2
PL22B;2245001;224500105;no;Mierzęcice;Mierzęcice;7579;49430000;3
PL22B;2245001;224500106;no;Psary;Psary;11639;46160000;2
PL22B;2245001;224500107;no;Siewierz;Siewierz;12250;113850000;3
PL22B;2245001;224500108;no;Sławków;Sławków;7124;36670000;2
PL22B;2245016;224501601;no;Poręba;Poręba;8899;39990000;2
PL22B;2245016;224501602;no;Zawiercie;Zawiercie;51880;85250000;2
PL22B;2245016;224501603;no;Irządze;Irządze;2801;71000000;3
PL22B;2245016;224501604;no;Kroczyce;Kroczyce;6310;110050000;3
PL22B;2245016;224501605;no;Łazy;Łazy;16226;132930000;3
PL22B;2245016;224501606;no;Ogrodzieniec;Ogrodzieniec;9469;84780000;2
PL22B;2245016;224501607;no;Pilica;Pilica;8955;142710000;3
PL22B;2245016;224501608;no;Szczekociny;Szczekociny;8107;133930000;3
PL22B;2245016;224501609;no;Włodowice;Włodowice;5281;76790000;3
PL22B;2245016;224501610;no;Żarnowiec;Żarnowiec;4828;124800000;3
PL22B;2245065;224506501;no;Dąbrowa Górnicza;Dąbrowa Górnicza;125475;188730000;1
PL22B;2245068;224506801;no;Jaworzno;Jaworzno;94580;152590000;1
PL22B;2245075;224507501;no;Sosnowiec;Sosnowiec;215262;91060000;1
PL22C;2245108;224510801;no;Łaziska Górne;Łaziska Górne;22322;20070000;2
PL22C;2245108;224510802;no;Mikołów;Mikołów;39629;79210000;2
PL22C;2245108;224510803;no;Orzesze;Orzesze;19654;83790000;3
PL22C;2245108;224510804;no;Ornontowice;Ornontowice;5822;15450000;2
PL22C;2245108;224510805;01/01/2012;Wyry;Wyry;7239;34620000;2
PL22C;2245110;224511001;no;Goczałkowice-Zdrój;Goczałkowice-Zdrój;6593;47390000;2
PL22C;2245110;224511002;01/01/2012;Kobiór;Kobiór;4864;48150000;3
PL22C;2245110;224511003;no;Miedźna;Miedźna;16073;50090000;3
PL22C;2245110;224511004;no;Pawłowice;Pawłowice;18013;75680000;2
PL22C;2245110;224511005;no;Pszczyna;Pszczyna;51059;174730000;2
PL22C;2245110;224511006;no;Suszec;Suszec;11635;75080000;2
PL22C;2245114;224511401;no;Bieruń;Bieruń;19830;40490000;2
PL22C;2245114;224511402;no;Imielin;Imielin;8402;27990000;2
PL22C;2245114;224511403;no;Lędziny;Lędziny;16605;31650000;2
PL22C;2245114;224511404;no;Bojszowy;Bojszowy;7160;34690000;3
PL22C;2245114;224511405;no;Chełm Śląski;Chełm Śląski;6060;23330000;2
PL22C;2245177;224517701;no;Tychy;Tychy;129322;81810000;1
PL311;3060901;306090101;no;Międzyrzec Podlaski;Międzyrzec Podlaski;17273;20030000;2
PL311;3060901;306090102;no;Terespol;Terespol;5886;10110000;2
PL311;3060901;306090103;no;Biała Podlaska;Biała Podlaska;13521;325400000;3
PL311;3060901;306090104;no;Drelów;Drelów;5547;228060000;3
PL311;3060901;306090105;no;Janów Podlaski;Janów Podlaski;5568;135770000;3
PL311;3060901;306090106;no;Kodeń;Kodeń;3778;151040000;3
PL311;3060901;306090107;no;Konstantynów;Konstantynów;4128;86920000;3
PL311;3060901;306090108;no;Leśna Podlaska;Leśna Podlaska;4355;98230000;3
PL311;3060901;306090109;no;Łomazy;Łomazy;5249;198600000;3
PL311;3060901;306090110;no;Międzyrzec Podlaski;Międzyrzec Podlaski;10527;260920000;3
PL311;3060901;306090111;no;Piszczac;Piszczac;7522;170190000;3
PL311;3060901;306090112;no;Rokitno;Rokitno;3198;140890000;3
PL311;3060901;306090113;no;Rossosz;Rossosz;2369;76480000;3
PL311;3060901;306090114;no;Sławatycze;Sławatycze;2541;71890000;3
PL311;3060901;306090115;no;Sosnówka;Sosnówka;2625;148360000;3
PL311;3060901;306090116;no;Terespol;Terespol;6947;141490000;3
PL311;3060901;306090117;no;Tuczna;Tuczna;3347;169570000;3
PL311;3060901;306090118;no;Wisznice;Wisznice;5214;173200000;3
PL311;3060901;306090119;no;Zalesie;Zalesie;4457;147110000;3
PL311;3060913;306091301;no;Dębowa Kłoda;Dębowa Kłoda;4014;188370000;3
PL311;3060913;306091302;no;Jabłoń;Jabłoń;4006;110350000;3
PL311;3060913;306091303;no;Milanów;Milanów;4060;116720000;3
PL311;3060913;306091304;no;Parczew;Parczew;14902;146800000;3
PL311;3060913;306091305;no;Podedwórze;Podedwórze;1751;107130000;3
PL311;3060913;306091306;no;Siemień;Siemień;4834;111210000;3
PL311;3060913;306091307;no;Sosnowica;Sosnowica;2750;171620000;3
PL311;3060915;306091501;no;Radzyń Podlaski;Radzyń Podlaski;16174;19310000;2
PL311;3060915;306091502;no;Borki;Borki;6152;111820000;3
PL311;3060915;306091503;no;Czemierniki;Czemierniki;4562;107490000;3
PL311;3060915;306091504;no;Kąkolewnica;Kąkolewnica;8484;147530000;3
PL311;3060915;306091505;no;Komarówka Podlaska;Komarówka Podlaska;4557;137970000;3
PL311;3060915;306091506;no;Radzyń Podlaski;Radzyń Podlaski;8060;154990000;3
PL311;3060915;306091507;no;Ulan-Majorat;Ulan-Majorat;6160;107780000;3
PL311;3060915;306091508;no;Wohyń;Wohyń;7105;178170000;3
PL311;3060919;306091901;no;Włodawa;Włodawa;13768;17970000;2
PL311;3060919;306091902;no;Hanna;Hanna;3116;139290000;3
PL311;3060919;306091903;no;Hańsk;Hańsk;3849;176270000;3
PL311;3060919;306091904;no;Stary Brus;Stary Brus;2170;131670000;3
PL311;3060919;306091905;no;Urszulin;Urszulin;4133;172140000;3
PL311;3060919;306091906;no;Włodawa;Włodawa;6049;245030000;3
PL311;3060919;306091907;no;Wola Uhruska;Wola Uhruska;4094;154070000;3
PL311;3060919;306091908;no;Wyryki;Wyryki;2758;219980000;3
PL311;3060961;306096101;no;Biała Podlaska;Biała Podlaska;58000;49400000;2
PL312;3061002;306100201;no;Biłgoraj;Biłgoraj;27285;21100000;2
PL312;3061002;306100202;no;Aleksandrów;Aleksandrów;3268;54260000;3
PL312;3061002;306100203;no;Biłgoraj;Biłgoraj;12971;262660000;3
PL312;3061002;306100204;no;Biszcza;Biszcza;3853;106310000;3
PL312;3061002;306100205;no;Frampol;Frampol;6396;107600000;3
PL312;3061002;306100206;no;Goraj;Goraj;4323;67870000;3
PL312;3061002;306100207;no;Józefów;Józefów;7071;126460000;3
PL312;3061002;306100208;no;Księżpol;Księżpol;6851;141280000;3
PL312;3061002;306100209;no;Łukowa;Łukowa;4315;148720000;3
PL312;3061002;306100210;no;Obsza;Obsza;4346;113230000;3
PL312;3061002;306100211;no;Potok Górny;Potok Górny;5557;111160000;3
PL312;3061002;306100212;no;Tarnogród;Tarnogród;6895;114250000;3
PL312;3061002;306100213;no;Tereszpol;Tereszpol;3985;144010000;3
PL312;3061002;306100214;no;Turobin;Turobin;6611;162190000;3
PL312;3061003;306100301;no;Rejowiec Fabryczny;Rejowiec Fabryczny;4550;14280000;3
PL312;3061003;306100302;no;Białopole;Białopole;3194;103610000;3
PL312;3061003;306100303;no;Chełm;Chełm;13773;221800000;3
PL312;3061003;306100304;no;Dorohusk;Dorohusk;6861;192420000;3
PL312;3061003;306100305;no;Dubienka;Dubienka;2497;96120000;3
PL312;3061003;306100306;no;Kamień;Kamień;4074;96830000;3
PL312;3061003;306100307;no;Leśniowice;Leśniowice;3861;117660000;3
PL312;3061003;306100308;no;Rejowiec Fabryczny;Rejowiec Fabryczny;4472;87740000;3
PL312;3061003;306100309;no;Ruda-Huta;Ruda-Huta;4787;112210000;3
PL312;3061003;306100310;no;Sawin;Sawin;5708;190220000;3
PL312;3061003;306100311;no;Siedliszcze;Siedliszcze;7047;154140000;3
PL312;3061003;306100312;no;Wierzbica;Wierzbica;5428;145790000;3
PL312;3061003;306100313;no;Wojsławice;Wojsławice;4004;110460000;3
PL312;3061003;306100314;no;Żmudź;Żmudź;3281;136070000;3
PL312;3061003;306100315;no;Rejowiec;Rejowiec;6660;106250000;3
PL312;3061004;306100401;no;Hrubieszów;Hrubieszów;18836;33030000;2
PL312;3061004;306100402;no;Dołhobyczów;Dołhobyczów;5965;212610000;3
PL312;3061004;306100403;no;Horodło;Horodło;5607;130220000;3
PL312;3061004;306100404;no;Hrubieszów;Hrubieszów;10569;259210000;3
PL312;3061004;306100405;no;Mircze;Mircze;7660;234880000;3
PL312;3061004;306100406;no;Trzeszczany;Trzeszczany;4618;90290000;3
PL312;3061004;306100407;no;Uchanie;Uchanie;4941;120630000;3
PL312;3061004;306100408;no;Werbkowice;Werbkowice;10009;187150000;3
PL312;3061006;306100601;no;Krasnystaw;Krasnystaw;19690;42130000;2
PL312;3061006;306100602;no;Fajsławice;Fajsławice;4831;70650000;3
PL312;3061006;306100603;no;Gorzków;Gorzków;3763;96680000;3
PL312;3061006;306100604;no;Izbica;Izbica;8629;138270000;3
PL312;3061006;306100605;no;Krasnystaw;Krasnystaw;8952;150820000;3
PL312;3061006;306100606;no;Kraśniczyn;Kraśniczyn;4043;110090000;3
PL312;3061006;306100607;no;Łopiennik Górny;Łopiennik Górny;4176;106190000;3
PL312;3061006;306100609;no;Rudnik;Rudnik;3305;88530000;3
PL312;3061006;306100610;no;Siennica Różana;Siennica Różana;4241;98400000;3
PL312;3061006;306100611;no;Żółkiewka;Żółkiewka;5772;129680000;3
PL312;3061018;306101801;no;Tomaszów Lubelski;Tomaszów Lubelski;20446;13290000;2
PL312;3061018;306101802;no;Bełżec;Bełżec;3456;33530000;3
PL312;3061018;306101803;no;Jarczów;Jarczów;3650;106640000;3
PL312;3061018;306101804;no;Krynice;Krynice;3493;73560000;3
PL312;3061018;306101805;no;Lubycza Królewska;Lubycza Królewska;6602;208070000;3
PL312;3061018;306101806;no;Łaszczów;Łaszczów;6491;128290000;3
PL312;3061018;306101807;no;Rachanie;Rachanie;5476;94300000;3
PL312;3061018;306101808;no;Susiec;Susiec;7794;190750000;3
PL312;3061018;306101809;no;Tarnawatka;Tarnawatka;4061;82850000;3
PL312;3061018;306101810;no;Telatyn;Telatyn;4337;111800000;3
PL312;3061018;306101811;no;Tomaszów Lubelski;Tomaszów Lubelski;11135;170870000;3
PL312;3061018;306101812;no;Tyszowce;Tyszowce;6037;128310000;3
PL312;3061018;306101813;no;Ulhówek;Ulhówek;5054;146630000;3
PL312;3061020;306102001;no;Adamów;Adamów;4920;110660000;3
PL312;3061020;306102002;no;Grabowiec;Grabowiec;4405;128470000;3
PL312;3061020;306102003;no;Komarów-Osada;Komarów-Osada;5362;123800000;3
PL312;3061020;306102004;no;Krasnobród;Krasnobród;7255;126890000;3
PL312;3061020;306102005;no;Łabunie;Łabunie;6351;87310000;3
PL312;3061020;306102006;no;Miączyn;Miączyn;6157;156070000;3
PL312;3061020;306102007;no;Nielisz;Nielisz;5813;112260000;3
PL312;3061020;306102008;no;Radecznica;Radecznica;6047;109950000;3
PL312;3061020;306102009;no;Sitno;Sitno;6842;111760000;3
PL312;3061020;306102010;no;Skierbieszów;Skierbieszów;5486;139210000;3
PL312;3061020;306102011;no;Stary Zamość;Stary Zamość;5413;97510000;3
PL312;3061020;306102012;no;Sułów;Sułów;4863;93240000;3
PL312;3061020;306102013;no;Szczebrzeszyn;Szczebrzeszyn;11796;123500000;2
PL312;3061020;306102014;no;Zamość;Zamość;21881;196110000;3
PL312;3061020;306102015;no;Zwierzyniec;Zwierzyniec;7089;153550000;3
PL312;3061062;306106201;no;Chełm;Chełm;66176;35280000;1
PL312;3061064;306106401;no;Zamość;Zamość;65784;30340000;1
PL314;3061108;306110801;no;Lubartów;Lubartów;22746;13910000;2
PL314;3061108;306110802;no;Abramów;Abramów;4225;84600000;3
PL314;3061108;306110803;no;Firlej;Firlej;6037;126460000;3
PL314;3061108;306110804;no;Jeziorzany;Jeziorzany;2982;66450000;3
PL314;3061108;306110805;no;Kamionka;Kamionka;6450;111690000;3
PL314;3061108;306110806;no;Kock;Kock;6794;101070000;3
PL314;3061108;306110807;no;Lubartów;Lubartów;10958;158700000;3
PL314;3061108;306110808;no;Michów;Michów;6155;135990000;3
PL314;3061108;306110809;no;Niedźwiada;Niedźwiada;6327;95760000;3
PL314;3061108;306110810;no;Ostrów Lubelski;Ostrów Lubelski;5481;121580000;3
PL314;3061108;306110811;no;Ostrówek;Ostrówek;4050;89850000;3
PL314;3061108;306110812;no;Serniki;Serniki;4896;75600000;3
PL314;3061108;306110813;no;Uścimów;Uścimów;3369;107080000;3
PL314;3061109;306110901;no;Bełżyce;Bełżyce;13588;133970000;3
PL314;3061109;306110902;no;Borzechów;Borzechów;3805;67460000;3
PL314;3061109;306110903;no;Bychawa;Bychawa;12257;146370000;3
PL314;3061109;306110904;no;Garbów;Garbów;8946;102620000;3
PL314;3061109;306110905;no;Głusk;Głusk;9112;64250000;3
PL314;3061109;306110906;no;Jabłonna;Jabłonna;7905;131210000;3
PL314;3061109;306110907;no;Jastków;Jastków;13255;113130000;3
PL314;3061109;306110908;no;Konopnica;Konopnica;12369;93060000;2
PL314;3061109;306110909;no;Krzczonów;Krzczonów;4729;127950000;3
PL314;3061109;306110910;no;Niedrzwica Duża;Niedrzwica Duża;11482;106730000;3
PL314;3061109;306110911;no;Niemce;Niemce;17881;141110000;3
PL314;3061109;306110912;no;Strzyżewice;Strzyżewice;7753;108800000;3
PL314;3061109;306110913;no;Wojciechów;Wojciechów;5942;80790000;3
PL314;3061109;306110914;no;Wólka;Wólka;10595;72760000;3
PL314;3061109;306110915;no;Wysokie;Wysokie;4793;113900000;3
PL314;3061109;306110916;no;Zakrzew;Zakrzew;3045;75420000;3
PL314;3061110;306111001;no;Cyców;Cyców;7815;148110000;3
PL314;3061110;306111002;no;Ludwin;Ludwin;5232;122170000;3
PL314;3061110;306111003;no;Łęczna;Łęczna;24442;75140000;2
PL314;3061110;306111004;no;Milejów;Milejów;9382;116540000;3
PL314;3061110;306111005;no;Puchaczów;Puchaczów;5253;91530000;3
PL314;3061110;306111006;no;Spiczyn;Spiczyn;5544;83150000;3
PL314;3061117;306111701;no;Świdnik;Świdnik;40631;20350000;2
PL314;3061117;306111702;no;Mełgiew;Mełgiew;9057;94850000;3
PL314;3061117;306111703;no;Piaski;Piaski;10731;169860000;3
PL314;3061117;306111704;no;Rybczewice;Rybczewice;3648;99130000;3
PL314;3061117;306111705;no;Trawniki;Trawniki;9259;84160000;3
PL314;3061163;306116301;no;Lublin;Lublin;348567;147470000;1
PL315;3061205;306120501;no;Batorz;Batorz;3479;70840000;3
PL315;3061205;306120502;no;Chrzanów;Chrzanów;3044;71690000;3
PL315;3061205;306120503;no;Dzwola;Dzwola;6565;200370000;3
PL315;3061205;306120504;no;Godziszów;Godziszów;6156;101670000;3
PL315;3061205;306120505;no;Janów Lubelski;Janów Lubelski;16336;178700000;2
PL315;3061205;306120506;no;Modliborzyce;Modliborzyce;7244;152570000;3
PL315;3061205;306120507;no;Potok Wielki;Potok Wielki;4889;99440000;3
PL315;3061207;306120701;no;Kraśnik;Kraśnik;36226;26100000;2
PL315;3061207;306120702;no;Annopol;Annopol;9137;151130000;3
PL315;3061207;306120703;no;Dzierzkowice;Dzierzkowice;5407;87290000;3
PL315;3061207;306120704;no;Gościeradów;Gościeradów;7422;159290000;3
PL315;3061207;306120705;no;Kraśnik;Kraśnik;7363;104660000;2
PL315;3061207;306120706;no;Szastarka;Szastarka;5994;73310000;3
PL315;3061207;306120707;no;Trzydnik Duży;Trzydnik Duży;6818;104110000;3
PL315;3061207;306120708;no;Urzędów;Urzędów;8859;118540000;3
PL315;3061207;306120709;no;Wilkołaz;Wilkołaz;5505;81700000;3
PL315;3061207;306120710;no;Zakrzówek;Zakrzówek;6850;99170000;3
PL315;3061211;306121101;no;Łuków;Łuków;30971;35750000;2
PL315;3061211;306121102;no;Stoczek Łukowski;Stoczek Łukowski;2746;9150000;3
PL315;3061211;306121103;no;Adamów;Adamów;5869;98670000;3
PL315;3061211;306121104;no;Krzywda;Krzywda;10718;160960000;3
PL315;3061211;306121105;no;Łuków;Łuków;17453;307550000;3
PL315;3061211;306121106;no;Serokomla;Serokomla;4241;77330000;3
PL315;3061211;306121107;no;Stanin;Stanin;9860;160820000;3
PL315;3061211;306121108;no;Stoczek Łukowski;Stoczek Łukowski;8305;173460000;3
PL315;3061211;306121109;no;Trzebieszów;Trzebieszów;7606;140540000;3
PL315;3061211;306121110;no;Wojcieszków;Wojcieszków;7099;108910000;3
PL315;3061211;306121111;no;Wola Mysłowska;Wola Mysłowska;5024;121070000;3
PL315;3061212;306121201;no;Chodel;Chodel;6836;108370000;3
PL315;3061212;306121202;no;Józefów nad Wisłą;Józefów nad Wisłą;6943;141550000;3
PL315;3061212;306121203;no;Karczmiska;Karczmiska;5806;94610000;3
PL315;3061212;306121204;no;Łaziska;Łaziska;5171;109290000;3
PL315;3061212;306121205;no;Opole Lubelskie;Opole Lubelskie;18020;193720000;3
PL315;3061212;306121206;no;Poniatowa;Poniatowa;15070;84540000;3
PL315;3061212;306121207;no;Wilków;Wilków;4757;77940000;3
PL315;3061214;306121401;no;Puławy;Puławy;49793;50490000;2
PL315;3061214;306121402;no;Baranów;Baranów;4118;84920000;3
PL315;3061214;306121403;no;Janowiec;Janowiec;3673;78820000;3
PL315;3061214;306121404;no;Kazimierz Dolny;Kazimierz Dolny;6977;72410000;3
PL315;3061214;306121405;no;Końskowola;Końskowola;9048;89880000;3
PL315;3061214;306121406;no;Kurów;Kurów;7827;100990000;3
PL315;3061214;306121407;no;Markuszów;Markuszów;3070;40400000;3
PL315;3061214;306121408;no;Nałęczów;Nałęczów;9328;62940000;3
PL315;3061214;306121409;no;Puławy;Puławy;11703;161190000;3
PL315;3061214;306121410;no;Wąwolnica;Wąwolnica;4863;62850000;3
PL315;3061214;306121411;no;Żyrzyn;Żyrzyn;6584;129200000;3
PL315;3061216;306121601;no;Dęblin;Dęblin;17565;38330000;2
PL315;3061216;306121602;no;Kłoczew;Kłoczew;7440;143060000;3
PL315;3061216;306121603;no;Nowodwór;Nowodwór;4246;71870000;3
PL315;3061216;306121604;no;Ryki;Ryki;20822;161760000;3
PL315;3061216;306121605;no;Stężyca;Stężyca;5400;116040000;3
PL315;3061216;306121606;no;Ułęż;Ułęż;3360;83470000;3
PL323;3183301;318330103;no;Czarna;Czarna;2418;184770000;3
PL323;3183301;318330105;no;Lutowiska;Lutowiska;2151;475630000;3
PL323;3183301;318330108;no;Ustrzyki Dolne;Ustrzyki Dolne;17827;478670000;3
PL323;3183302;318330201;no;Brzozów;Brzozów;26675;103070000;3
PL323;3183302;318330202;no;Domaradz;Domaradz;6164;56500000;3
PL323;3183302;318330203;no;Dydnia;Dydnia;8215;130290000;3
PL323;3183302;318330204;no;Haczów;Haczów;9327;71650000;3
PL323;3183302;318330205;no;Jasienica Rosielna;Jasienica Rosielna;7635;57060000;2
PL323;3183302;318330206;no;Nozdrzec;Nozdrzec;8486;120770000;3
PL323;3183305;318330501;no;Jasło;Jasło;36918;36520000;2
PL323;3183305;318330502;no;Brzyska;Brzyska;6426;44870000;2
PL323;3183305;318330503;no;Dębowiec;Dębowiec;8619;86470000;3
PL323;3183305;318330504;no;Jasło;Jasło;16277;93070000;3
PL323;3183305;318330505;no;Kołaczyce;Kołaczyce;9099;61100000;2
PL323;3183305;318330506;no;Krempna;Krempna;2004;203860000;3
PL323;3183305;318330507;no;Nowy Żmigród;Nowy Żmigród;9377;103590000;3
PL323;3183305;318330508;no;Osiek Jasielski;Osiek Jasielski;5410;60400000;3
PL323;3183305;318330509;no;Skołyszyn;Skołyszyn;12476;78490000;2
PL323;3183305;318330511;no;Tarnowiec;Tarnowiec;9183;62500000;3
PL323;3183307;318330701;no;Chorkówka;Chorkówka;13513;77350000;2
PL323;3183307;318330702;no;Dukla;Dukla;14848;235140000;3
PL323;3183307;318330703;no;Iwonicz-Zdrój;Iwonicz-Zdrój;10940;45500000;2
PL323;3183307;318330704;no;Jedlicze;Jedlicze;15512;58570000;2
PL323;3183307;318330705;no;Korczyna;Korczyna;10996;93060000;2
PL323;3183307;318330706;no;Krościenko Wyżne;Krościenko Wyżne;5462;16310000;2
PL323;3183307;318330707;no;Miejsce Piastowe;Miejsce Piastowe;13594;51320000;2
PL323;3183307;318330708;no;Rymanów;Rymanów;15687;166630000;2
PL323;3183307;318330709;no;Wojaszówka;Wojaszówka;9218;83370000;3
PL323;3183307;318330710;no;Jaśliska;Jaśliska;2104;98630000;3
PL323;3183317;318331701;no;Sanok;Sanok;39305;38080000;2
PL323;3183317;318331702;no;Besko;Besko;4403;27480000;3
PL323;3183317;318331703;no;Bukowsko;Bukowsko;5490;136930000;3
PL323;3183317;318331704;no;Komańcza;Komańcza;5080;454930000;3
PL323;3183317;318331705;no;Sanok;Sanok;17552;231700000;3
PL323;3183317;318331706;no;Tyrawa Wołoska;Tyrawa Wołoska;1984;69250000;3
PL323;3183317;318331707;no;Zagórz;Zagórz;13041;159890000;3
PL323;3183317;318331708;no;Zarszyn;Zarszyn;9319;105400000;3
PL323;3183321;318332101;no;Baligród;Baligród;3226;158230000;3
PL323;3183321;318332102;no;Cisna;Cisna;1728;287260000;3
PL323;3183321;318332103;no;Lesko;Lesko;11644;111390000;3
PL323;3183321;318332104;no;Olszanica;Olszanica;5025;93540000;3
PL323;3183321;318332105;no;Solina;Solina;5327;184520000;3
PL323;3183361;318336101;no;Krosno;Krosno;47348;43500000;2
PL324;3183404;318340401;no;Jarosław;Jarosław;39707;34610000;2
PL324;3183404;318340402;no;Radymno;Radymno;5533;13620000;2
PL324;3183404;318340403;no;Chłopice;Chłopice;5617;49200000;3
PL324;3183404;318340404;no;Jarosław;Jarosław;13013;113480000;3
PL324;3183404;318340405;no;Laszki;Laszki;7044;138000000;3
PL324;3183404;318340406;no;Pawłosiów;Pawłosiów;8343;47420000;3
PL324;3183404;318340407;no;Pruchnik;Pruchnik;9825;80340000;3
PL324;3183404;318340408;no;Radymno;Radymno;11492;182180000;3
PL324;3183404;318340409;no;Rokietnica;Rokietnica;4376;57080000;3
